timestamp,solar_power_kw,load_demand_kw,battery_soc_percent,battery_power_kw,grid_power_kw,electricity_price_per_kwh,operational_cost_usd,battery_soh,grid_voltage_pu,grid_frequency_hz,temperature,irradiance,battery_temp_c,pv_temp_c,inverter_temp_c,data_quality,solar_target_15min,solar_target_1hr,solar_target_4hr,solar_target_24hr,load_target_15min,load_target_1hr,load_target_4hr,load_target_24hr,net_load,netload_target_15min,netload_target_1hr,netload_target_4hr,netload_target_24hr,fault_active,fault_type,soc_at_limit,quality_mismatch
2022-06-01 00:00:00,0.0,104.198,43.86,-77.962,182.16,0.08,-0.52,100.0,0.977617688,50.00294306,15.61704492,0.0,18.69,14.72,26.05,1,0.0,0.0,0.0,0.148,104.059,93.744,63.75,98.861,104.198,182.103,164.052,63.75,98.713,0,normal,0,0
2022-06-01 00:15:00,0.0,104.059,53.1179875,-78.044,182.103,0.08,-0.52,99.98617357,0.978792998,50.05166444,8.797540888,0.0,11.67,8.81,19.93,0,0.324,0.0,0.157,0.131,104.806,99.263,73.396,114.36,104.059,182.844,173.71,73.239,114.229,1,sensor_failure,0,0
2022-06-01 00:30:00,0.0,104.806,62.3857125,-78.362,183.168,0.08,-0.522,100.0,0.993931348,49.90186741,15.14336153,0.0,18.47,16.25,25.57,1,0.762,0.79,0.0,0.003,93.293,66.139,69.706,97.857,104.806,161.929,114.361,69.706,97.854,0,normal,0,0
2022-06-01 00:45:00,0.0,93.293,71.6912,-69.398,162.691,0.08,-0.463,100.0,1.004576866,49.85951831,14.18485865,0.0,17.12,14.73,23.06,1,0.0,0.0,0.0,0.0,93.744,76.577,77.273,123.691,93.293,164.052,134.01,77.273,123.691,0,normal,0,0
2022-06-01 01:00:00,0.0,93.744,79.9322125,-70.308,164.05200000000002,0.08,-0.469,99.97658466,0.972524952,50.0107208,14.4566399,0.0,16.82,13.83,25.37,0,0.0,0.0,0.733,0.0,99.263,76.65,73.35,124.535,93.744,173.71,76.65,72.617,124.535,1,sensor_failure,0,0
2022-06-01 01:15:00,0.0,99.263,88.2812875,-74.447,173.71,0.08,-0.496,99.9765863,0.995002698,49.96811536,12.23413646,0.0,15.05,13.15,22.5,1,0.79,0.271,0.0,0.0,66.139,92.49,74.529,126.619,99.263,114.361,92.219,74.529,126.619,0,normal,0,0
2022-06-01 01:30:00,0.0,66.139,97.12186875,-49.012,115.151,0.08,-0.327,100.0,0.994737521,50.06264347,12.00153169,0.0,14.71,11.64,21.97,1,0.0,0.0,0.034,0.0,76.577,86.788,69.187,108.144,66.139,134.01,86.788,69.153,108.144,0,normal,0,0
2022-06-01 01:45:00,0.0,76.577,100.0,-57.433,134.01,0.08,-0.383,100.0,1.013883378,49.99200915,13.9838791,0.0,16.8,14.24,25.21,1,0.0,0.0,0.0,0.0,76.65,101.965,69.943,101.052,76.577,76.65,101.965,69.943,101.052,1,inverter_trip,1,0
2022-06-01 02:00:00,0.0,76.65,100.0,-40.35338889,117.00338889,0.08,-1.533,99.95305256,0.996149782,50.02050753,15.05075364,0.0,15.34,15.86,25.89,1,0.271,0.121,0.0,0.0,92.49,71.608,60.174,104.298,76.65,92.219,71.487,60.174,104.298,0,normal,1,0
2022-06-01 02:15:00,0.0,92.49,100.0,-23.27377778,115.76377778,0.08,-1.844,100.0,1.00382989,49.83766175,13.67864975,0.0,13.65,13.34,23.35,1,0.0,0.0,1.0,0.202,86.788,69.784,89.035,102.215,92.49,86.788,69.784,-500.0,102.013,0,normal,1,0
2022-06-01 02:30:00,0.0,86.788,100.0,-6.194166667,92.982166667,0.08,-1.736,99.95365823,1.001412571,50.18884369,13.71515417,0.0,13.52,13.42,23.79,1,0.0,0.0,1.0,0.943,101.965,75.926,102.699,73.654,86.788,101.965,75.926,-500.0,72.711,0,normal,1,0
2022-06-01 02:45:00,0.0,101.965,100.0,10.88544444,91.07955556,0.08,-2.039,99.95342702,0.978694335,49.9835758,15.36532021,0.0,15.4,16.13,24.14,1,0.121,0.0,1.0,0.087,71.608,74.876,128.655,93.723,101.965,71.487,74.876,-500.0,93.636,0,normal,1,0
2022-06-01 03:00:00,0.0,71.608,98.56770468,27.96505556,43.64294444000001,0.08,-1.43,100.0,1.007682072,50.0697587,16.32021379,0.0,16.66,17.12,26.53,1,0.0,0.0,1.0,0.129,69.784,63.75,159.387,90.643,71.608,69.784,63.75,-500.0,90.514,0,normal,0,0
2022-06-01 03:15:00,0.0,69.784,94.88809211,45.04466667,24.739333330000008,0.08,-1.396,99.80867198,0.899891871,49.91639083,15.61961825,0.0,15.67,16.09,25.38,1,0.0,0.157,1.0,0.0,75.926,73.396,154.165,99.275,69.784,75.926,73.239,-500.0,99.275,1,grid_problem,0,0
2022-06-01 03:30:00,0.0,75.926,88.96116228,62.12427778,13.801722220000002,0.08,-1.519,99.82750822,1.005082686,50.03080099,16.53756103,0.0,16.99,15.8,26.17,1,0.0,0.0,1.0,0.0,74.876,69.706,188.718,95.362,75.926,74.876,69.706,-500.0,95.362,0,normal,0,0
2022-06-01 03:45:00,0.0,74.876,80.7869152,79.20388889,-4.327888889999997,0.08,-1.498,99.94377125,1.03,49.86971552,37.2349437,0.0,44.52,44.33,53.72,1,0.0,0.0,1.0,0.0,63.75,77.273,250.125,92.508,74.876,63.75,77.273,-247.556,92.508,1,heat_wave,0,0
2022-06-01 04:00:00,0.0,63.75,70.36535088,96.2835,-32.533500000000004,0.08,-1.275,99.89871689,0.979158871,50.04520678,16.64406508,0.0,17.0,16.18,27.8,1,0.157,0.733,1.0,0.03,73.396,73.35,235.56,97.122,63.75,73.239,72.617,-244.299,97.092,0,normal,0,0
2022-06-01 04:15:00,0.0,73.396,57.6964693,100.0,-26.604,0.08,-1.465,100.0,1.017246966,49.96440259,18.64787761,0.0,18.28,18.19,29.14,1,0.0,0.0,1.0,1.0,69.706,74.529,293.482,79.877,73.396,69.706,74.529,-176.403,78.645,0,normal,0,0
2022-06-01 04:30:00,0.0,69.706,44.53857456,100.0,-30.293999999999997,0.08,-1.394,99.90919759,0.997125525,50.00291905,17.06832213,0.0,17.02,16.84,26.59,1,0.0,0.034,1.0,0.0,77.273,69.187,307.259,65.421,69.706,77.273,69.153,-180.586,65.421,0,normal,0,0
2022-06-01 04:45:00,0.0,77.273,31.38067982,100.0,-22.727000000000004,0.08,-1.545,99.85876963,1.002873289,50.0697974,17.12631251,0.0,17.08,16.61,28.12,1,0.733,0.0,1.0,0.151,73.35,69.943,324.329,83.18,77.273,72.617,69.943,-143.998,83.029,0,normal,0,0
2022-06-01 05:00:00,0.0,73.35,18.22278509,100.0,-26.650000000000006,0.08,-1.452,100.0,0.999544878,49.87674597,20.75303232,0.0,20.28,20.14,30.62,1,0.0,0.0,1.0,0.0,74.529,60.174,338.319,86.25,73.35,74.529,60.174,-143.664,86.25,0,normal,0,0
2022-06-01 05:15:00,22.940854941538714,74.529,5.064890351,100.0,-48.41185494153872,0.08,-1.491,99.97742237,0.995757637,49.93155083,17.04774356,0.0,16.72,16.45,26.66,1,0.034,1.0,1.0,0.0,69.187,89.035,274.195,74.832,51.58814505846128,69.153,-500.0,-187.074,74.832,1,inverter_trip,0,0
2022-06-01 05:30:00,21.6198148872161,69.187,0.0,100.0,-52.432814887216104,0.08,-1.383,100.0,0.994301671,50.04573243,19.2435161,0.0,18.85,18.91,30.02,1,0.0,1.0,1.0,0.571,69.943,102.699,359.38,77.373,47.567185112783896,69.943,-500.0,-107.921,76.802,0,normal,1,0
2022-06-01 05:45:00,24.130594469877792,69.943,0.0,100.0,-54.187594469877794,0.08,-1.399,99.85752518,1.003295087,50.2,20.11107201,0.0,20.28,20.27,29.33,1,0.0,1.0,1.0,0.376,60.174,128.655,269.626,76.294,45.812405530122206,60.174,-500.0,-212.242,75.918,0,normal,1,0
2022-06-01 06:00:00,72.39178340963336,60.174,0.0,100.0,-112.21778340963337,0.08,-1.203,99.94556173,0.984828263,49.98619177,19.67514207,0.0,19.73,19.83,29.55,1,481.048,474.251,487.042,0.396,89.035,159.387,295.373,59.188,-12.217783409633363,-500.0,-500.0,-191.669,58.792,0,normal,1,0
2022-06-01 06:15:00,168.91416128914452,89.035,0.0,100.0,-179.87916128914452,0.08,2.84,100.0,1.007505792,50.05911361,20.85963079,1443.1,25.65,35.39,35.74,1,468.994,477.202,481.625,471.302,102.699,154.165,302.549,92.694,-79.87916128914452,-500.0,-500.0,-179.076,-500.0,1,battery_fault,1,0
2022-06-01 06:30:00,313.6977281084113,102.699,0.0,100.0,-310.9987281084113,0.08,2.326,99.88490064,0.995838056,49.98930285,19.0179805,1407.0,23.94,33.3,34.27,1,483.577,474.24,478.883,493.387,128.655,188.718,312.825,89.25,-210.99872810841129,-500.0,-500.0,-166.058,-500.0,0,normal,1,0
2022-06-01 06:45:00,482.6118893975558,128.655,0.0,100.0,-453.95688939755576,0.08,2.098,100.0,0.988699307,50.19422456,19.3132676,1450.7,24.43,33.12,34.19,1,474.251,497.681,477.112,466.598,159.387,250.125,397.354,140.343,-353.95688939755576,-500.0,-247.556,-79.758,-500.0,0,normal,1,0
2022-06-01 07:00:00,305.154419403601,159.387,0.0,100.0,-245.76741940360102,0.08,1.297,99.93993613,0.995499871,49.82527783,21.93788069,1422.8,26.71,35.53,36.46,1,477.202,479.859,465.865,485.594,154.165,235.56,333.074,149.98,-145.76741940360102,-500.0,-244.299,-132.791,-500.0,0,normal,1,0
2022-06-01 07:15:00,213.36065947149083,154.165,0.0,100.0,-159.19565947149084,0.08,1.461,99.97083063,1.012571492,50.0094621,22.35148094,1431.6,27.58,36.26,37.76,1,474.24,469.885,473.112,500.911,188.718,293.482,348.832,149.897,-59.19565947149084,-500.0,-176.403,-124.28,-500.0,1,battery_fault,1,0
2022-06-01 07:30:00,167.14739560388966,188.718,0.0,100.0,-78.42939560388967,0.08,1.277,99.93982934,0.994646649,49.8374456,22.67385078,1422.7,27.37,36.83,37.86,1,497.681,487.845,475.588,470.526,250.125,307.259,449.14,224.25,21.570604396110326,-247.556,-180.586,-26.448,-455.611,0,normal,1,0
2022-06-01 07:45:00,233.65605315364945,250.125,0.0,100.0,-83.53105315364945,0.08,4.951,100.0,1.003584536,49.8,23.12254286,1493.0,23.27,38.31,37.96,1,479.859,468.327,490.086,474.579,235.56,324.329,327.904,229.589,16.468946846350548,-244.299,-143.998,-162.182,-285.594,0,normal,1,0
2022-06-01 08:00:00,351.6412872017353,235.56,0.0,100.0,-216.08128720173528,0.08,4.886,99.99865028,0.937409939,50.02974621,22.93255344,1439.6,22.87,36.98,38.19,1,469.885,481.983,483.27,480.94,293.482,338.319,348.607,209.76,-116.08128720173528,-176.403,-143.664,-134.663,-271.18,1,grid_problem,1,0
2022-06-01 08:15:00,448.8976469919597,293.482,0.0,100.0,-255.41564699195965,0.08,3.528,99.89422891,1.007579218,50.01394978,24.19361176,1409.7,24.17,38.1,38.28,1,487.845,461.269,463.147,475.179,307.259,274.195,300.598,324.046,-155.41564699195965,-180.586,-187.074,-162.549,-151.133,0,normal,1,0
2022-06-01 08:30:00,462.96767134189025,307.259,0.0,100.0,-255.70867134189024,0.08,3.612,100.0,1.006855077,49.97151631,22.65769516,1463.5,22.63,37.36,38.03,1,468.327,467.301,483.084,465.176,324.329,359.38,345.963,298.232,-155.70867134189024,-143.998,-107.921,-137.121,-166.944,0,normal,1,0
2022-06-01 08:45:00,457.96977877135845,324.329,0.0,100.0,-233.64077877135844,0.08,2.88,99.87791564,1.018486088,49.98938059,23.90209131,1405.0,23.97,37.67,39.13,1,481.983,481.868,476.31,480.643,338.319,269.626,380.244,302.845,-133.64077877135844,-143.664,-212.242,-96.066,-177.798,0,normal,1,0
2022-06-01 09:00:00,466.99684957026165,338.319,0.0,100.0,-228.67784957026163,0.15,5.387,100.0,0.998244361,50.2,24.45012948,1445.9,24.57,38.5,40.5,1,461.269,487.042,473.522,469.841,274.195,295.373,386.249,326.427,-128.67784957026163,-187.074,-191.669,-87.273,-143.414,0,normal,1,0
2022-06-01 09:15:00,433.0290510211034,274.195,0.0,100.0,-258.8340510211034,0.15,7.015,99.80403299,1.006686548,49.97418249,24.68831859,1383.8,24.97,39.06,38.47,1,467.301,481.625,485.831,484.512,359.38,302.549,322.298,326.165,-158.8340510211034,-107.921,-179.076,-163.533,-158.347,0,normal,1,0
2022-06-01 09:30:00,444.68902538110206,359.38,0.0,100.0,-185.30902538110206,0.15,4.047,99.8671814,1.000980675,50.05101244,24.66614856,1401.9,24.49,37.73,38.76,1,481.868,478.883,489.836,471.206,269.626,312.825,356.119,286.879,-85.30902538110206,-212.242,-166.058,-133.717,-184.327,0,normal,1,0
2022-06-01 09:45:00,198.41453266452862,269.626,0.0,100.0,-28.788532664528645,0.15,7.959,100.0,1.012958718,49.93506352,35.26995992,1445.6,35.43,50.3,49.5,1,487.042,477.112,488.884,494.793,295.373,397.354,294.06,346.38,71.21146733547135,-191.669,-79.758,-194.824,-148.413,1,heat_wave,1,0
2022-06-01 10:00:00,470.9689126205057,295.373,0.0,100.0,-275.5959126205057,0.15,7.188,100.0,0.992811676,50.02952326,24.07203056,1461.1,24.02,37.99,38.58,1,481.625,465.865,471.972,472.506,302.549,333.074,424.758,336.117,-175.59591262050571,-179.076,-132.791,-47.214,-136.389,0,normal,1,0
2022-06-01 10:15:00,304.1500729720659,302.549,0.0,94.55002632,-96.15109929206594,0.15,6.715,100.0,1.007450053,49.97617663,25.29869386,1444.9,25.38,38.72,40.58,1,478.883,473.112,477.034,476.912,312.825,348.832,384.727,329.457,-1.6010729720659356,-166.058,-124.28,-92.307,-147.455,0,normal,1,0
2022-06-01 10:30:00,241.5892639831861,312.825,0.0,82.99321053,-11.75747451318611,0.15,6.227,99.98843517,0.998053027,49.95894815,23.50887334,1436.6,23.65,37.64,37.85,1,477.112,475.588,483.152,487.759,397.354,449.14,313.403,318.135,71.23573601681389,-79.758,-26.448,-169.749,-169.624,0,normal,1,0
2022-06-01 10:45:00,274.28701006313037,397.354,0.0,71.43639474,51.63059519686962,0.15,2.991,99.96988963,0.999358118,50.18188985,26.02736353,1431.3,26.4,40.64,40.12,1,465.865,490.086,489.306,468.231,333.074,327.904,369.395,315.993,123.06698993686962,-132.791,-162.182,-119.911,-152.238,0,normal,1,0
2022-06-01 11:00:00,425.56872210782547,333.074,0.0,59.87957895,-152.37430105782545,0.15,4.98,99.8521478,1.000917525,50.1177185,26.66711092,1397.6,26.21,40.76,41.15,1,473.112,483.27,475.411,482.161,348.832,348.607,366.3,328.209,-92.49472210782545,-124.28,-134.663,-109.111,-153.952,0,normal,1,0
2022-06-01 11:15:00,432.8213329912165,348.832,0.0,48.32276316,-132.31209615121648,0.15,4.66,99.92801558,1.002522404,50.01367466,26.12272551,1419.3,26.55,39.84,41.02,1,475.588,463.147,478.215,492.474,449.14,300.598,290.044,356.233,-83.98933299121649,-26.448,-162.549,-188.171,-136.241,0,normal,1,0
2022-06-01 11:30:00,444.50930141579266,449.14,0.0,36.76594737,-32.135248785792676,0.15,0.992,99.95393612,0.99883771,49.8,24.67442094,1426.8,24.48,38.61,39.73,1,490.086,483.084,469.42,464.633,327.904,345.963,295.086,316.012,4.630698584207323,-162.182,-137.121,-174.334,-148.621,0,normal,1,0
2022-06-01 11:45:00,356.4004730843102,327.904,0.0,25.20913158,-53.7056046643102,0.15,6.082,100.0,1.002147132,49.96389908,27.1756939,1470.3,27.74,41.71,42.87,1,483.27,476.31,468.562,481.752,348.607,380.244,294.565,309.12,-28.496473084310196,-134.663,-96.066,-173.997,-172.632,0,normal,1,0
2022-06-01 12:00:00,431.6574833951992,348.607,0.0,13.65231579,-96.7027991851992,0.15,5.05,100.0,1.015781181,50.2,36.22076777,1449.8,36.46,50.12,51.45,1,463.147,473.522,487.749,482.47,300.598,386.249,321.517,388.023,-83.0504833951992,-162.549,-87.273,-166.232,-94.447,1,heat_wave,1,0
2022-06-01 12:15:00,414.12788366982664,300.598,0.0,2.0955,-115.62538366982663,0.15,6.096,99.82369598,1.009854497,49.97693383,37.2349437,1389.4,40.63,54.5,56.26,1,483.084,485.831,492.943,487.456,345.963,322.298,301.595,304.391,-113.52988366982663,-137.121,-163.533,-191.348,-183.065,1,heat_wave,1,0
2022-06-01 12:30:00,464.62386370612495,345.963,0.0,-9.461315789,-109.19954791712493,0.15,5.142,100.0,1.008691546,50.11032176,26.51053538,1449.3,26.67,40.44,41.96,1,476.31,489.836,479.3,468.173,380.244,356.119,299.992,394.641,-118.66086370612493,-96.066,-133.717,-179.308,-73.532,0,normal,1,0
